Quality_Category,density,pH,sulphates,alcohol
Low,0.997,3,0.54,9.6
Low,0.995,3,0.48,9.4
Low,0.995,3,0.53,9.5
Low,0.999,3,0.62,9.3
Low,0.995,3,0.48,9.4
Low,0.995,3,0.53,9.5
Low,0.997,3,0.46,9.4
High,0.991,3,0.72,11.2
High,0.991,3,0.73,11.2
High,0.991,3,0.72,11.2
Low,0.998,3,0.53,8.8
High,0.991,3,0.73,11.2
High,0.991,3,0.72,11.2
Low,0.993,3,0.42,9.4
Low,0.991,3,0.42,11.1
Low,0.997,3,0.46,9.6
Low,0.991,3,0.42,11.1
Low,0.993,3,0.42,9.4
Low,0.992,3,0.45,10.6
Low,0.999,3,0.45,8.9
High,0.99,3,0.46,12.3
Low,0.992,3,0.46,11.4
Low,0.996,3,0.49,9.6
Low,0.996,3,0.59,10.3
Low,0.992,3,0.46,11.4
Low,0.99,3,0.36,12.1
Low,0.994,3,0.45,9.9
Low,0.995,3,0.49,9.7
Low,0.993,3,0.52,10.5
Low,0.996,3,0.44,8.9
Low,0.996,3,0.5,9.4
Low,0.996,3,0.5,9.6
High,0.989,3,0.56,12.6
Low,0.994,3,0.37,9.2
Low,1,3,0.5,10.4
High,0.998,3,0.52,9
High,0.998,3,0.52,9
High,0.998,3,0.52,9
High,0.998,3,0.52,9
High,0.998,3,0.52,9
High,0.998,3,0.52,9
Low,0.992,3,0.43,9.2
High,0.998,3,0.52,9
Low,0.995,3,0.48,9.7
Low,0.997,3,0.42,10.1
High,0.996,3,0.64,11
Low,0.993,3,0.55,10.8
Low,0.995,3,0.38,10.8
High,0.991,3,0.88,13.5
Low,0.994,3,0.39,10.6
Low,0.994,3,0.64,9.8
Low,0.99,3,0.7,11.7
Low,0.994,3,0.64,9.8
Low,0.999,3,0.6,9
High,0.991,3,0.74,11.3
Low,0.998,3,0.61,9.4
Low,0.99,3,0.7,11.7
High,0.992,3,0.63,11.3
High,0.992,3,0.63,11.3
Low,0.989,3,0.36,12
Low,0.994,3,0.49,10.6
Low,0.996,3,0.46,10.8
Low,0.996,3,0.46,10.8
Low,0.989,3,0.36,12
Low,0.997,3,0.67,9.4
Low,0.996,3,0.5,9.4
High,0.992,3,0.63,11.3
Low,0.996,3,0.4,9.4
Low,0.991,3,0.47,12
High,0.997,3,0.72,10.3
High,0.997,3,0.72,10.3
High,0.997,3,0.72,10.3
High,0.991,3,0.38,11.3
Low,0.995,3,0.47,9.4
Low,1,3,0.38,8.7
Low,0.996,3,0.4,9.4
High,0.991,3,0.38,11.3
High,0.997,3,0.72,10.3
Low,0.991,3,0.47,12
Low,0.993,3,0.42,8
High,0.993,3,0.51,10.4
High,0.993,3,0.41,10.7
Low,0.996,3,0.46,10.2
Low,0.992,4,0.43,10.9
Low,0.991,3,0.36,10.5
High,0.991,3,0.39,11.7
Low,0.999,3,0.45,8.6
Low,0.998,3,0.44,9
Low,1,3,0.88,8.7
Low,0.99,3,0.47,12.8
Low,0.998,3,0.44,9
Low,1,3,0.88,8.7
Low,0.991,3,0.53,11.8
Low,0.991,3,0.55,11.6
Low,0.991,3,0.61,11.8
Low,0.996,3,0.37,10.6
Low,0.995,3,0.8,9.7
Low,0.995,3,0.47,10.3
Low,0.996,3,0.44,10.2
High,0.994,3,0.44,10.1
High,0.992,4,0.68,10.9
Low,0.992,3,0.51,9.3
Low,0.998,3,0.54,10.2
Low,0.996,3,0.44,10.2
Low,0.996,3,0.53,9.5
Low,0.993,3,0.4,9.3
High,0.989,3,0.34,12.9
Low,0.998,3,0.46,8.7
Low,0.997,3,0.57,9.4
Low,0.994,3,0.69,10.1
Low,0.995,3,0.78,10
High,0.991,3,0.69,11.1
High,0.997,3,0.7,10.3
Low,0.99,3,0.41,12.2
Low,0.995,3,0.48,9.3
Low,0.992,3,0.56,11.3
Low,0.991,3,0.65,10.8
High,0.99,3,0.39,11.2
High,0.991,3,0.45,12.5
Low,0.998,3,0.49,9.3
High,0.989,3,0.41,12.9
High,0.991,3,0.45,11.2
Low,0.992,3,1,12.6
Low,0.996,3,0.49,9.3
High,0.989,3,0.41,12.9
High,0.989,3,0.41,12.9
High,0.997,3,0.36,9.5
Low,0.991,3,0.36,11.9
High,0.993,3,0.66,10.3
High,0.993,3,0.66,10.3
Low,0.991,3,0.68,11.2
Low,0.99,3,0.31,12
Low,0.993,3,0.4,9.6
Low,0.997,3,0.42,9.2
Low,0.989,3,0.33,12.9
Low,0.998,3,0.59,9.3
Low,0.994,3,0.44,12.1
Low,0.993,3,0.4,9.6
Low,0.992,3,0.48,11.2
High,0.991,3,0.37,11.2
Low,0.989,3,0.33,12.9
Low,0.996,3,0.46,9.2
Low,0.998,3,0.59,9.3
Low,0.997,3,0.42,9.2
Low,0.994,3,0.5,9.3
Low,0.994,3,0.36,10.7
Low,0.992,3,0.54,9.8
Low,0.993,3,0.54,10.3
Low,0.994,3,0.36,10.7
Low,0.993,3,0.38,11.3
Low,0.999,3,0.49,8.8
Low,0.992,3,0.5,10.8
Low,0.992,3,0.54,9.8
Low,0.994,3,0.5,9.3
High,0.992,3,0.6,11.5
Low,0.999,3,0.41,8.8
Low,0.999,3,0.41,8.8
Low,0.999,3,0.41,8.8
Low,0.996,3,0.38,9.4
Low,0.996,3,0.38,9.4
Low,0.997,3,0.63,9.6
Low,0.999,3,0.41,8.8
Low,0.996,3,0.48,9.3
Low,1,3,0.75,8.9
Low,1,3,0.75,8.9
Low,0.993,4,0.43,10
Low,0.996,3,0.46,9.1
Low,0.996,3,0.48,9.3
Low,0.996,3,0.5,9.4
Low,0.995,3,0.6,10.1
Low,1,3,0.75,8.9
Low,0.995,3,0.4,10.8
Low,0.992,3,0.54,10
Low,0.993,3,0.38,10.9
High,0.991,3,0.38,12
Low,0.999,3,0.8,9.3
High,0.992,3,0.62,12.3
Low,0.993,3,0.56,10.4
Low,0.993,3,0.38,10.9
Low,0.997,3,0.42,10.5
Low,0.993,3,0.5,9.8
Low,0.991,3,0.46,10.5
Low,0.996,3,0.51,9.9
High,0.991,3,0.69,11.4
Low,0.999,3,0.51,9.2
Low,0.998,3,0.53,9.7
Low,0.993,3,0.51,10
High,0.991,3,0.69,11.4
Low,0.995,3,0.49,10.3
Low,0.996,3,0.51,9.9
Low,0.991,3,0.46,10.5
High,0.995,3,0.47,9.8
Low,0.997,3,0.34,9.3
High,0.99,3,0.47,12.4
Low,0.997,3,0.42,9.3
Low,0.997,3,0.34,9.3
Low,0.995,3,0.72,9.5
Low,0.991,3,0.4,10.5
Low,0.991,3,0.4,10.5
High,0.99,3,0.53,12.8
Low,0.991,3,0.45,10.8
Low,0.997,3,0.55,10
High,0.99,3,0.9,11.8
Low,0.997,3,0.55,10
High,0.99,3,0.9,11.8
Low,0.99,3,0.66,12
Low,0.991,3,0.46,12.6
High,0.99,3,0.4,11.9
Low,0.99,3,0.32,10.6
Low,0.997,3,0.48,9.2
Low,0.999,3,0.52,10
Low,0.995,3,0.46,9.2
Low,0.995,3,0.47,9.3
Low,0.996,3,0.54,10.2
Low,0.996,3,0.54,10.2
Low,0.994,3,0.51,8.7
Low,0.992,3,0.42,10.7
Low,0.991,3,0.34,12.1
Low,0.996,3,0.37,9.5
Low,0.994,3,0.37,11.2
Low,0.99,3,0.59,12
Low,0.996,3,0.37,9.5
Low,0.991,3,0.34,12.1
Low,0.992,3,0.42,10.7
High,1,3,0.54,8.8
Low,0.994,4,0.66,10.8
High,0.989,3,0.37,13.1
High,0.991,3,0.6,12.5
High,0.994,3,0.33,11.7
High,0.994,3,0.33,11.7
High,0.994,3,0.33,11.6
Low,0.992,3,0.54,11.3
High,0.991,3,0.6,12.5
Low,0.99,3,0.45,11.4
Low,0.99,3,0.44,12.2
Low,1.039,3,0.69,11.7
Low,0.996,3,0.59,10.4
Low,0.996,3,0.59,10.4
Low,0.996,3,0.59,10.4
Low,1,3,0.5,9.1
Low,0.994,3,0.41,12.2
Low,1,3,0.5,9.1
Low,0.996,3,0.54,9.4
Low,0.996,3,0.53,9.4
Low,0.996,3,0.59,10.4
Low,0.996,3,0.49,9.2
Low,0.996,3,0.51,9.4
High,0.989,3,0.53,13.5
Low,0.996,3,0.4,9.4
High,0.993,3,0.55,10.9
High,0.989,3,0.53,13.5
Low,0.996,3,0.4,9.4
High,0.991,3,0.45,11.4
High,0.99,3,0.51,12.4
Low,0.996,3,0.49,9.2
Low,0.996,3,0.51,9.4
Low,0.992,3,0.39,10.5
High,0.994,3,0.38,11.5
High,0.993,3,0.55,10.9
Low,0.992,3,0.44,10.8
Low,0.998,3,0.46,8.9
Low,0.998,3,0.46,8.9
Low,0.996,3,0.5,9.4
High,0.991,3,0.73,12.2
High,0.991,3,0.47,12.1
Low,0.993,3,0.66,10.9
Low,0.993,3,0.58,10.1
High,0.991,3,0.73,12.2
High,0.989,3,0.38,13
Low,0.991,3,0.39,11
Low,0.992,3,0.49,10.8
High,0.989,3,0.38,13
Low,0.996,3,0.34,9.3
Low,0.991,3,0.42,11.4
Low,0.993,3,0.38,9.2
Low,0.997,4,0.6,9.9
Low,0.995,3,0.44,10.5
Low,0.991,3,0.48,12.4
Low,0.996,3,0.53,9.5
Low,0.993,3,0.5,10.5
Low,0.996,3,0.48,9.1
High,0.991,3,0.35,11.5
High,0.991,3,0.35,11.5
Low,0.996,3,0.37,11.2
Low,0.995,3,0.4,10.8
Low,0.995,3,0.44,9.4
Low,0.991,3,0.58,11
High,0.992,3,0.37,11.3
Low,0.991,3,0.38,11.2
Low,0.993,3,0.5,10.5
Low,0.996,3,0.48,9.1
Low,0.996,3,0.5,10.4
High,0.991,3,0.58,11.2
High,0.989,3,0.36,11.1
Low,0.991,3,0.38,11.2
Low,0.991,3,0.39,10.5
Low,0.992,3,0.45,10
Low,0.992,3,0.47,10
Low,0.993,3,0.42,10.9
High,0.993,3,0.56,10.9
High,0.991,3,0.58,11.2
Low,0.99,4,0.42,11.7
Low,0.992,3,0.42,10
Low,0.998,3,0.64,9.5
Low,0.998,3,0.52,9
Low,0.996,3,0.56,10
Low,0.991,3,0.43,11.9
Low,0.992,4,0.59,10.6
Low,0.993,3,0.4,11
High,0.992,3,0.43,11.2
High,0.99,4,0.6,12
High,0.99,3,0.6,12.6
High,0.992,3,0.43,11.2
Low,0.992,3,0.68,10.5
Low,0.992,3,0.52,10.2
Low,0.993,3,0.4,11
Low,0.99,4,0.52,12.2
Low,0.99,3,0.41,12.3
Low,0.992,4,0.59,10.6
Low,0.991,3,0.5,10.4
High,0.99,4,0.6,12
High,0.989,3,0.53,12.7
Low,0.992,3,0.28,10.6
Low,0.991,3,0.34,12.3
High,0.989,3,0.53,12.7
Low,0.99,3,0.53,11.4
High,0.99,4,0.89,12
High,0.989,3,0.94,12.4
High,0.99,3,0.99,12.1
Low,0.99,3,0.53,11.4
Low,0.997,3,0.38,10.7
Low,0.995,3,0.4,9.3
Low,0.989,3,0.42,12.7
Low,0.989,3,0.39,11.7
Low,0.994,3,0.49,10.7
High,0.991,3,0.43,11.8
Low,0.994,3,0.39,9.9
High,0.99,3,0.53,13.4
High,0.992,3,0.64,12.8
Low,0.993,3,0.45,12.8
Low,0.992,3,0.41,10.5
Low,0.992,3,0.55,11.5
Low,0.992,3,0.37,10.5
Low,0.993,3,0.39,13
High,0.99,3,0.34,12.4
Low,0.993,3,0.35,10.2
Low,0.998,3,0.5,9
High,0.991,3,0.86,12
High,0.99,3,0.5,11.7
Low,0.995,4,0.57,10
Low,0.997,3,0.54,10.3
Low,0.998,3,0.5,9
Low,0.991,3,0.38,11.1
Low,0.998,3,0.46,9
Low,0.992,3,0.58,10.5
High,0.991,3,0.59,11.9
Low,0.996,3,0.5,9.4
Low,0.99,3,0.52,11.4
High,0.991,3,0.58,10.8
Low,0.994,3,0.46,9.8
Low,0.996,3,0.45,9.3
Low,0.99,3,0.52,11.4
Low,0.99,3,0.52,11.3
Low,0.99,3,0.52,11.3
Low,0.996,3,0.48,9.5
Low,0.996,3,0.5,9.4
High,0.991,3,0.59,11.9
Low,0.994,3,0.38,9.3
Low,0.99,3,0.54,11.4
Low,0.99,3,0.54,11.4
Low,0.99,3,0.39,12.7
High,0.989,3,0.45,13.5
Low,0.99,3,0.52,11.2
Low,0.994,3,0.41,10.7
Low,0.996,3,0.46,10.8
Low,0.995,3,0.57,10.5
High,0.99,3,0.32,13
Low,0.993,3,0.49,10.8
Low,0.998,3,0.5,9.1
Low,0.996,3,0.5,10.1
High,0.99,3,0.84,11.9
High,0.992,3,0.31,12
High,0.992,3,0.31,12
Low,0.998,3,0.5,9.1
High,0.99,3,0.95,11.6
High,0.99,3,0.84,11.9
Low,0.996,3,0.5,10.2
Low,0.993,3,0.49,10.8
Low,0.992,3,0.4,9.8
Low,0.99,3,0.3,11.4
Low,0.992,3,0.41,9.8
Low,0.996,3,0.5,10.1
High,0.996,3,0.38,9.8
High,0.996,3,0.38,9.8
Low,0.994,3,0.4,10.7
Low,0.996,3,0.61,10.6
Low,0.996,3,0.47,9.3
High,0.996,3,0.38,9.8
Low,0.994,3,0.4,10.7
High,0.987,3,0.59,14
Low,0.993,3,0.37,11
Low,0.993,3,0.37,11
Low,0.996,3,0.45,9.4
Low,0.995,3,0.36,9
Low,0.993,3,0.55,9
Low,0.995,3,0.53,10
Low,0.993,3,0.54,9
Low,0.993,3,0.55,9
High,0.99,3,0.6,12.4
Low,0.993,3,0.44,11.3
Low,0.99,3,0.55,12
Low,0.99,3,0.56,11.7
Low,0.995,3,0.53,10
High,0.99,3,0.54,13.2
High,0.996,3,0.59,11
Low,0.994,3,0.54,11
Low,0.998,3,0.48,9.2
High,0.99,3,0.48,13
Low,0.994,4,0.6,10.6
High,0.989,4,0.49,13
Low,0.998,3,0.54,9
Low,0.998,3,0.54,9
Low,0.99,3,0.32,11.5
Low,0.991,3,0.44,11
Low,0.99,3,0.32,11.5
Low,0.993,3,0.43,9.9
Low,0.993,3,0.46,10.4
Low,0.998,3,0.54,9
Low,0.995,3,0.52,9.9
Low,0.991,3,0.47,11
Low,0.993,3,0.35,12.1
Low,0.996,3,0.51,9.7
Low,0.996,3,0.51,9.7
High,0.991,3,0.3,12.2
High,0.99,3,0.31,12.4
High,0.995,3,0.39,10.5
Low,0.996,3,0.57,10.4
Low,0.99,3,0.34,12
Low,0.992,3,0.32,12.7
High,0.995,3,0.45,10.9
High,0.995,3,0.45,10.9
High,0.994,3,0.45,10.9
High,0.993,3,0.52,11.4
Low,0.991,3,0.41,11
High,0.99,3,0.31,12.6
High,0.992,3,0.46,11.6
High,0.995,3,0.44,10.5
High,0.994,3,0.45,10.9
High,0.994,3,0.45,10.9
Low,0.989,3,0.37,12.5
High,0.989,3,0.5,12.1
Low,0.991,3,0.58,11.3
High,0.988,3,0.64,13.3
High,0.994,3,0.45,10.9
High,0.995,3,0.45,10.9
High,0.995,3,0.44,10.5
High,0.992,3,0.46,11.6
High,0.993,3,0.52,11.4
Low,0.991,3,0.51,11
Low,0.99,3,0.36,12.1
Low,0.991,3,0.41,11
High,0.99,3,0.31,12.6
High,0.989,3,0.3,13
Low,0.999,3,0.64,8.8
Low,0.994,3,0.53,9.5
Low,0.992,3,0.47,11.8
Low,0.99,3,0.45,12.2
Low,0.996,3,0.55,10.7
Low,0.998,3,0.38,11
Low,0.994,3,0.44,11.4
Low,0.996,3,0.55,10.7
Low,0.99,3,0.34,12
High,0.992,3,0.39,11.9
Low,0.994,3,0.44,11.4
Low,0.994,3,0.34,11.8
Low,0.995,3,0.48,10.6
Low,0.994,3,0.38,9.7
Low,0.998,3,0.38,11
Low,0.996,3,0.55,10.7
High,0.992,4,0.63,11
Low,0.995,3,0.34,10.5
Low,0.996,3,0.45,10.4
Low,0.995,3,0.55,10.5
High,0.995,3,0.48,12
High,0.995,3,0.48,12
Low,0.996,3,0.41,9.2
Low,0.993,3,0.49,10.9
Low,0.996,3,0.5,9.5
Low,0.996,3,0.55,9.4
High,0.99,3,0.5,11.3
Low,0.995,3,0.58,10.4
Low,0.999,3,0.57,9.4
Low,0.991,3,0.52,11.3
Low,0.998,3,0.4,8.8
Low,0.995,3,0.35,10.8
Low,0.999,3,0.57,9.4
Low,0.999,3,0.57,9.4
Low,0.993,3,0.43,9.2
Low,0.997,3,0.53,10.3
Low,0.993,3,0.57,9.9
Low,0.991,3,0.34,12.4
Low,0.991,3,0.44,11.9
Low,0.991,3,0.56,11.7
Low,0.997,3,0.57,9.4
Low,0.995,4,0.53,9.6
Low,0.997,3,0.57,9.4
High,0.995,3,0.43,10.4
Low,0.994,3,0.47,9.5
Low,0.992,3,0.43,11.9
Low,0.989,3,0.4,12.5
Low,0.989,3,0.4,13.4
Low,0.992,3,0.84,12.7
Low,0.996,3,0.46,9.1
Low,0.992,3,0.5,10.5
Low,0.995,3,0.7,10.4
Low,0.995,3,0.7,10.4
High,0.992,3,0.59,12.5
Low,0.995,3,0.7,10.4
Low,0.998,3,0.48,9
Low,0.998,3,0.42,9.8
Low,0.998,3,0.48,9
Low,0.992,3,0.43,10.7
Low,0.99,3,0.49,12.4
High,0.991,3,0.5,12.5
High,0.992,3,0.59,12.5
High,0.993,3,0.43,12.1
Low,0.992,3,0.59,11.3
Low,0.991,3,0.43,12
Low,0.995,3,0.6,10.4
High,0.99,3,0.46,12.2
Low,0.994,3,0.43,8.6
Low,0.996,3,0.46,9.1
Low,0.99,3,0.33,12.1
Low,0.993,3,0.81,12
Low,0.992,3,0.5,10.5
Low,0.995,3,0.7,10.4
Low,0.99,3,0.42,11.9
High,0.989,3,0.52,13.7
Low,0.991,3,0.72,11.3
Low,0.995,3,0.42,10.5
High,0.989,3,0.52,13.7
Low,0.995,3,0.44,10.1
Low,0.989,3,0.39,12.3
High,0.99,3,0.33,12
Low,0.991,3,0.72,11.3
Low,0.996,3,0.51,9.5
Low,0.991,3,0.53,11.4
High,0.991,3,0.48,11.9
Low,0.994,3,0.54,10
Low,0.994,3,0.54,10
High,0.991,3,0.6,11.3
Low,0.991,3,0.48,11.7
High,0.992,3,0.39,11
High,0.989,3,0.48,12.2
High,0.992,3,0.54,10.7
Low,0.994,3,0.34,10.9
Low,0.994,3,0.38,10.2
High,0.991,3,0.48,11.9
Low,0.992,3,0.48,11.1
Low,0.991,3,0.5,11.2
Low,0.991,3,0.53,11.4
Low,0.993,3,0.57,10.6
Low,0.997,3,0.53,10.3
Low,0.995,3,0.57,10.4
Low,0.99,3,0.62,11.9
High,0.99,3,0.43,11.9
Low,0.993,3,0.7,10.4
Low,0.999,3,0.47,9.2
Low,0.992,3,0.43,11.3
Low,0.992,3,0.43,11.3
High,0.991,3,0.5,11
High,0.99,3,0.43,11.9
High,0.988,3,0.64,12.9
Low,0.99,3,0.31,10.8
Low,0.996,3,0.47,9.1
Low,0.993,3,0.7,10.4
Low,0.989,3,0.37,12.9
Low,0.992,3,0.44,12.2
Low,0.999,3,0.47,9.2
Low,0.995,3,0.46,10.3
High,0.993,3,0.46,11
Low,0.993,3,0.65,11
Low,0.991,4,0.62,11.7
Low,0.99,3,0.43,12
Low,0.99,3,0.43,12.7
Low,0.999,3,0.49,8.8
Low,0.992,3,0.43,11.3
Low,0.99,3,0.4,12.8
Low,0.992,3,0.44,11.2
Low,0.999,3,0.51,8.9
Low,0.99,4,0.39,11.2
Low,0.991,3,0.4,11.1
Low,0.993,3,0.51,10.8
Low,0.997,3,0.42,9.3
Low,0.999,3,0.51,8.9
High,0.991,3,0.36,12.7
Low,0.99,3,0.4,12
Low,0.99,4,0.39,11.2
Low,0.999,3,0.43,8.8
Low,0.999,3,0.43,8.8
Low,0.999,3,0.43,8.8
Low,0.996,3,0.47,10.4
Low,0.999,3,0.43,8.8
Low,0.996,3,0.47,10.4
Low,0.991,3,0.45,14
Low,0.999,3,0.43,8.8
Low,0.99,3,0.43,13.1
Low,0.99,3,0.42,12.3
Low,0.991,3,0.46,12.6
High,0.992,3,0.44,12
Low,0.997,3,0.47,9.5
High,0.992,3,0.44,12
High,0.99,3,0.49,12.7
Low,0.995,3,0.39,10.5
Low,0.989,3,0.54,12.9
Low,0.997,3,0.47,9.5
High,0.992,3,0.44,12
High,0.99,3,0.49,12.7
Low,0.992,3,0.66,11.9
Low,0.99,3,0.45,12
Low,0.991,3,0.41,12.5
High,0.991,3,0.43,12.1
Low,0.99,3,0.36,12.5
Low,0.994,3,0.58,9.9
Low,0.991,3,0.41,10.7
Low,0.99,3,0.35,12
High,0.991,3,0.31,12.2
High,0.991,3,0.32,12.4
High,0.992,3,0.32,12.4
Low,0.996,3,0.31,10.3
Low,0.99,3,0.35,12
Low,0.993,3,0.4,10.5
Low,0.994,3,0.44,9.5
Low,0.992,3,0.35,10.5
Low,0.989,3,0.36,12.3
Low,0.993,3,0.37,11.9
Low,0.992,3,0.45,9.8
Low,0.989,3,0.36,12.3
High,0.99,3,0.56,11.4
Low,0.993,3,0.43,11
Low,0.994,3,0.56,10.8
High,0.989,3,0.37,12.8
High,0.993,3,0.5,11
Low,0.992,3,0.36,10.2
High,0.99,3,0.6,12.5
Low,0.991,3,0.37,11.6
Low,0.993,3,0.37,11.9
Low,0.992,3,0.45,9.8
Low,0.991,3,0.48,11
Low,0.993,3,0.52,10.9
High,0.993,3,0.3,11
Low,0.991,3,0.37,12.5
High,0.993,3,0.3,11
High,0.992,3,0.53,12
High,0.99,3,0.31,12.4
Low,0.991,3,0.37,12.5
High,0.989,3,0.38,12.8
High,0.993,3,0.3,11
Low,0.997,3,0.43,9.1
High,0.991,3,0.4,12.4
High,0.991,3,0.8,12.9
Low,0.992,3,0.87,10.9
Low,0.994,4,0.58,10.8
Low,0.997,3,0.38,10.6
Low,0.995,3,0.52,9
Low,0.995,3,0.33,12
Low,0.99,3,0.35,11.8
Low,0.993,3,0.38,10.6
Low,0.99,3,0.48,12.3
Low,0.991,3,0.64,11.5
Low,0.991,3,0.45,11.1
Low,0.995,3,0.52,9
Low,0.993,3,0.44,9.9
High,0.989,3,0.53,12.8
Low,0.99,3,0.57,12.9
Low,0.994,3,0.57,12.9
Low,0.99,3,0.68,12
Low,0.995,3,0.33,12
Low,0.991,3,0.27,11.2
High,0.989,3,0.39,13.3
Low,0.993,3,0.5,9.9
Low,0.996,3,0.52,9.5
Low,0.996,3,0.49,9.4
High,0.992,3,0.6,11
Low,0.995,3,0.43,9.4
Low,0.992,3,0.82,11.5
Low,0.994,3,0.34,12.5
Low,0.994,3,0.34,11.9
Low,0.993,3,0.47,10.4
Low,0.991,3,0.27,11.2
Low,0.991,3,0.33,12.5
High,0.992,3,0.4,11
Low,0.993,3,0.37,9.8
High,0.99,3,0.4,12.3
Low,0.991,3,0.52,11
High,0.989,3,0.46,12.6
Low,0.991,3,0.62,11.6
High,0.99,3,0.4,12.3
High,0.991,3,0.22,13.4
Low,0.993,3,0.37,9.8
Low,0.992,3,0.46,11.5
Low,0.991,3,0.38,11.6
High,0.992,3,0.4,11.1
High,0.992,3,0.4,11
Low,0.992,3,0.54,11.3
Low,0.996,3,0.53,9.9
High,0.991,3,0.33,12.6
High,0.991,3,0.36,11.8
Low,0.992,3,0.5,11.4
Low,0.999,3,0.5,9.2
Low,0.999,3,0.5,9.2
Low,0.999,3,0.5,9.2
Low,0.999,3,0.5,9.2
Low,0.999,3,0.5,9.2
Low,0.999,3,0.5,9.2
Low,0.989,3,0.42,13
High,1,3,0.5,9.3
High,0.99,3,0.62,12.6
Low,0.994,3,0.44,9.6
Low,0.997,3,0.44,8
Low,0.994,3,0.42,11.8
Low,0.992,3,0.39,10.2
Low,0.991,3,0.53,12.7
Low,0.998,3,0.56,9.4
Low,0.992,3,0.38,10.2
High,0.992,3,0.6,12
High,0.991,3,0.6,11.3
High,0.991,3,0.53,11.8
Low,0.992,3,0.59,10.9
Low,0.992,3,0.47,9.8
High,0.991,3,0.49,12.2
High,0.991,3,0.44,11.1
Low,0.998,3,0.56,9.4
Low,0.991,3,0.47,11.4
Low,0.992,3,0.38,10.2
Low,0.99,3,0.52,12.8
High,0.992,3,0.67,10.1
Low,0.994,3,0.45,9.4
Low,0.991,3,0.23,12.2
High,0.991,3,0.65,10.9
High,0.991,3,0.64,10.9
High,0.991,3,0.65,10.9
Low,0.994,3,0.45,9.4
Low,0.996,3,0.48,9.4
Low,0.991,3,0.38,11.4
High,0.989,3,0.32,12.9
Low,0.996,3,0.48,9.4
High,0.99,3,0.57,12
Low,0.993,3,0.56,10.1
Low,0.996,3,0.48,9.4
Low,0.996,3,0.48,9.4
Low,0.996,3,0.45,9.2
Low,0.991,3,0.44,11.8
High,0.991,3,0.34,12.3
Low,0.991,3,0.38,11.4
High,0.989,3,0.32,12.9
Low,0.992,3,0.32,12.3
High,0.99,3,0.36,13.5
High,0.989,3,0.42,12.8
High,0.989,3,0.54,12.8
High,0.989,3,0.42,12.8
Low,0.994,3,0.38,11
Low,0.995,3,0.43,10.6
High,0.991,3,0.44,12.4
High,0.99,3,0.46,12.9
High,0.992,4,0.59,11.1
High,0.989,3,0.64,12.9
High,0.99,3,0.37,11.8
Low,0.998,3,0.54,9.1
High,0.989,3,0.49,12.7
Low,0.989,3,0.48,12
Low,0.993,3,0.47,11.2
High,0.99,3,0.75,12.4
Low,0.992,4,0.49,10.4
Low,0.997,3,0.54,10.4
Low,0.989,3,0.5,12.7
High,0.99,3,0.52,12.5
Low,0.991,3,0.5,12
Low,0.992,3,0.51,11.6
High,0.99,3,0.38,12.6
Low,0.992,3,0.42,10.2
High,0.992,3,0.68,10.4
Low,0.991,3,0.42,11.5
Low,0.991,3,0.5,11
Low,0.995,3,0.52,10.1
Low,0.995,3,0.52,10.5
High,0.992,3,0.41,12.1
Low,0.993,3,0.55,9.9
Low,0.991,3,0.41,11.4
Low,0.998,3,0.6,9.5
Low,0.998,3,0.6,9.5
Low,0.998,3,0.6,9.5
Low,0.997,3,0.39,10.9
Low,0.994,3,0.47,9.5
Low,0.99,3,0.54,12.6
Low,0.994,3,0.47,9.5
Low,0.993,3,0.42,11.1
High,0.998,3,0.6,9.5
Low,0.998,3,0.6,9.5
Low,0.995,3,0.51,10.6
Low,0.995,3,0.5,10.6
Low,0.994,3,0.52,10.8
Low,0.997,3,0.39,10.9
Low,0.996,3,0.5,9.9
Low,0.994,3,0.59,11.3
Low,0.989,3,0.38,12.6
Low,0.992,3,0.39,12.5
Low,0.992,3,0.38,12.4
High,0.994,3,0.57,11.8
Low,0.992,3,0.53,12.2
Low,0.996,3,0.37,10.7
High,0.994,3,0.42,11.3
Low,0.992,3,0.39,12.5
Low,0.992,3,0.38,12.4
High,0.991,3,0.53,11.3
Low,0.996,3,0.5,9.9
Low,0.994,3,0.59,11.3
Low,0.989,3,0.38,12.6
Low,0.99,3,0.38,11.5
High,0.991,3,0.49,12.3
Low,0.989,3,0.42,12.2
Low,0.988,3,0.43,13.2
Low,0.992,3,0.45,10.2
High,0.994,3,0.55,11.5
Low,0.988,3,0.43,13.2
Low,0.989,3,0.42,12.2
Low,0.993,3,0.5,11
High,0.989,3,0.43,13.2
Low,0.993,3,0.44,9.5
Low,0.997,3,0.53,10.2
Low,0.992,3,0.45,10.2
Low,0.992,3,0.55,11.4
High,0.99,3,0.42,12.5
Low,0.998,3,0.43,9.2
High,0.991,3,0.48,12.1
High,0.993,3,0.44,10.7
High,0.991,3,0.48,12.1
Low,0.993,3,0.55,11.2
Low,0.995,3,0.56,10.6
Low,0.99,3,0.45,11.8
High,0.99,3,0.42,12.5
Low,0.998,3,0.43,9.2
Low,0.99,3,0.54,12.6
High,0.994,3,0.55,12.8
Low,0.991,3,0.37,12.3
High,0.991,3,0.38,12.3
Low,0.992,3,0.37,12.4
Low,0.992,3,0.42,12.3
Low,0.996,3,0.53,9.1
Low,0.996,3,0.54,9.1
Low,0.995,3,0.47,10.6
Low,0.993,3,0.47,10.3
